X,Y,Z
16826.352,16602.381,-13.672
8438.951,23736.84,73.211
8542.65,18760.73,76.12
9542.114,17686.875,65.999
10160.204,21627.047,74.153
11801.3,20340.057,225.174
14897.295,23372.613,27.219
15004.562,19146.266,111.518
16307.876,16779.514,134.939
5240.5,17685.859,124.863
5373.109,16344.008,121.952
6711.664,23441.652,12.037
7883.753,15339.555,67.317
8927.12,22382.25,87.333
8982.962,15313.008,4.052
11116.164,24577.689,13.888
11802.809,20337.15,100.976
13995.809,25045.111,39.74
7655.275,16491.561,-1.911
7882.179,15356.568,25.387
8205.888,23547.428,44.051
8285.727,21628.879,222.431
9216.232,20038.467,56.087
10840.161,20520.205,173.582
11292.715,17512.43,103.156
13067.774,23465.748,16.972
13987.089,25052.246,82.498
14986.381,25373.773,108.15
15252.635,22079.543,-3.821
16086.64,18401.91,194.259
16003.947,26268.873,247.852
5691.353,17414.82,202.527
8269.037,21638.672,150.055
10829.229,20512.451,99.516
16094.107,18402.717,173.899
4121.892,15451.383,57.207
6089.399,22031.352,101.593
7072.48,14784.053,113.482
7420.01,19029.947,63.498
7796.474,16487.268,-11.412
9603.479,17364.285,-8.209
10821.339,21208.768,167.552
11225.949,18687.408,75.125
13075.213,26830.982,-19.707
13922.956,16274.759,114.691
15096.114,22720.422,86.915
16561.641,21987.766,131.604
6309.202,20027.002,35.398
6556.45,20628.545,48.401
8492.045,23682.445,22.566
10586.186,14773.82,10.029
12535.95,23431.43,18.586
13916.765,16247.995,83.008
14877.559,23506.627,-36.249
15599.65,24968.844,28.693
6128.624,18679.916,3.043
7155.677,22021.697,10.684
8560.391,16082.841,107.522
13975.602,24360.07,1.773
15812.208,21386.441,-6.64
6602.72,22353.48,24.504
8535.66,16058.195,101.525
8604.471,22651.674,-8.028
11098.308,19678.881,-9.407
11523.952,17969.369,2.517
14008.659,24306.742,85.747
7803.977,16578.711,97.122
11518.656,17964.656,4.801
13455.975,18149.236,80.66
14437.768,23095.805,108.926
15125.425,17727.039,95.096
15621.181,27835.744,-4.155
16030.567,26386.297,47.898
7218.67,16971.055,40.269
7779.996,16577.758,43.344
8893.232,15304.633,119.969
9805.509,21605.582,-32.276
15153.326,22080.617,60.026
16306.512,17345.84,96.464
7033.765,19348.055,152.474
7214.815,15037.984,127.583
7253.301,16963.145,229.545
7751.48,15393.921,181.79
8324.047,16965.191,89.233
8881.589,15310.452,104.053
9753.907,19177.855,276.237
15107.963,22085.404,26.493
6972.115,22055.504,157.171
7198.861,15968.425,37.336
7230.327,20636.828,162.109
10355.292,19925.771,18.33
11258.687,26373.092,443.209
11892.817,20401.637,138.416
13126.953,26693.107,-2.476
13518.117,22245.338,147.781
6920.141,16936.678,105.97
7399.552,20740.475,75.755
9806.776,21611.754,64.228
12201.154,22008.354,36.275
12422.821,16782.055,107.827
13980.29,19454.055,38.442
4474.599,16837.67,186.597
5399.242,20592.215,147.25
7402.468,18992.439,9.736
7421.356,20873.559,24.019
9815.477,21626.887,-2.82
10238.145,19325.635,75.673
10689.498,21246.879,-45.363
13990.535,19478.312,-14.68
16464.625,27333.781,109.235
17013.816,13804.342,124.489
6185.409,13838.675,30.267
6674.803,17095.818,83.465
6848.332,15989.561,64.639
9822.973,21615.912,-8.678
10606.451,18081.441,-6.165
11408.814,19593.59,45.206
12002.575,19932.133,50.164
13602.978,17134.047,63.201
13986.808,13751.049,691.19
15529.802,24952.641,36.429
15605.855,20438.617,136.604
16654.443,21980.305,33.242
16996.863,13815.776,104.86
6068.934,20476.598,40.375
8558.88,23702.834,70.482
11432.37,19598.83,-41.731
12006.505,19936.662,66.765
16611.045,21982.879,23.369
16597.896,14509.697,191.919
16568.535,15834.79,134.941
5134.046,14146.314,45.056
8997.652,15334.166,156.213
9598.479,16620.691,56.678
10112.017,24352.234,9.111
10291.437,13902.277,-21.807
11361.397,22422.264,4.519
14026.223,22492.74,-25.551
15607.551,21086.328,6.37
16915.787,26073.844,-37.31
6400.67,22865.201,146.591
12450.179,23420.162,22.558
12639.056,25184.117,37.195
15076.595,15800.312,448.364
15075.731,21644.008,192.804
15183.118,22207.617,-6.317
15188.553,24541.117,-42.365
16557.932,16416.354,12.718
6710.354,23155.76,238.71
7834.382,19153.912,-5.642
8597.746,18473.406,416.164
9566.981,16694.031,-17.842
11250.036,17801.098,61.487
12455.998,23454.803,7.347
13644.236,16387.418,190.177
14894.704,23305.73,4.403
14920.161,25508.939,-33.47
6078.872,22026.865,23.028
6713.318,23161.174,119.385
7382.873,14704.834,6.681
9846.96,14687.631,31.306
11053.939,24630.713,147.571
12599.125,25781.33,-19.4
14898.787,23308.76,-3.583
16594.164,25159.947,107.249
16653.373,20084.104,190.49
16834.68,26093.434,82.151
5462.472,20095.379,15.735
6555.473,20605.189,6.985
7846.25,19627.006,-34.16
9582.13,22528.422,31.743
10110.385,17215.996,-24.86
12059.863,19152.584,426.387
12599.595,25785.303,86.426
13957.731,24391.689,510.248
14676.59,18007.475,19.559
15942.658,26443.566,-13.129
16267.442,16729.543,25.334
4414.248,16208.667,44.596
5156.599,14125.07,42.776
6549.592,20612.225,31.798
7070.712,14935.501,12.726
7488.771,16528.17,44.385
11418.729,22496.869,-21.681
11614.66,17327.689,219.408
12044.996,19204.924,59.696
12097.575,22723.816,1.904
14850.781,14550.646,90.58
15941.904,26479.855,12.94
6162.622,13886.927,51.986
6552.344,20608.342,8.012
7465.85,16509.604,37.273
7758.602,20348.516,50.367
10447.489,25784.141,168.116
10999.824,24225.955,1.909
11409.819,22470.881,78.444
12636.253,17822.732,178.693
14945.672,25518.721,-35.565
15776.066,26440.828,14.236
16581.76,27903.662,127.168
16846.668,16665.447,8.894
6554.331,20605.533,2.841
8631.965,22663.268,15.648
9340.823,18765.75,81.978
9591.185,17573.004,139.615
11018.46,24219.277,22.357
11616.457,18068.836,134.409
14074.778,22412.494,19.813
14778.097,17995.527,601.862
14963.062,25512.791,15.963
15993.358,26383.191,-5.398
4439.82,16843.514,7.37
6212.919,19943.584,13.563
6563.216,20601.932,421.433
11489.9,20791.297,190.09
12014.726,26337.535,443.712
14981.271,25632.219,38.453
14979.811,27876.926,57.397
16319.096,16345.069,13.69
16589.174,22041.26,77.684
8549.562,18486.402,43.109
9179.157,16354.085,-21.543
11241.548,26211.105,61.285
12509.678,24964.811,-7.752
13784.345,17159.049,46.44
13571.835,21146.842,244.329
14976.317,25624.766,10.848
15205.2,21973.605,-11.865
5650.445,20166.732,-0.824
5864.325,14540.958,-2.011
6880.883,15628.504,-26.25
7847.083,19169.857,-8.757
9546.972,23293.354,3.994
11165.059,18906.719,260.837
15557.02,24933.949,-3.214
6171.24,22108.82,80.034
8240.501,21694.211,138.21
8542.218,22700.098,26.971
9478.909,17601.848,45.552
9397.828,20265.404,11.901
9669.364,16705.482,96.156
10011.816,15547.204,30.85
9898.099,21573.945,86.126
12536.409,23431.781,112.188
13981.657,20133.826,166.94
14046.714,25067.678,3.184
14891.879,17784.396,-10.257
15469.852,22831.799,43.42
15556.854,24931.484,65.187
16087.62,18429.971,93.036
5323.772,20739.273,20.154
6137.835,22093.533,71.162
7863.92,15282.572,102.745
8240.89,21701.688,67.215
9277.23,18873.164,107.067
11141.678,16928.748,45.136
12361.009,19321.023,-5.41
12522.137,23415.455,105.203
14052.071,22478.236,88.034
16000.736,26457.572,50.781
16395.863,23790.979,-29.129
16361.53,27350.615,37.993
5203.448,17666.887,67.556
5608.201,20325.619,62.926
7371.465,20776.859,44.635
7973.082,22846.76,72.847
14579.603,15506.229,68.424
15271.667,18341.223,65.132
16072.454,23719.52,9.358
5587.421,20325.783,-4.228
8170.302,18925.195,9.493
8620.056,21654.006,14.093
9099.366,20128.215,5.558
13679.414,17176.711,15.25
13812.475,26416.119,-23.465
13806.892,27733.113,149.217
15604.291,26009.23,-23.973
15680.723,22687.055,46.627
16189.297,18461.32,-15.081
16997.873,13717.015,265.754
5935.386,21954.893,84.555
6963.119,16684.988,-9.77
7450.052,18207.6,9.767
7753.921,15453.179,32.549
7889.901,23006.885,37.96
10561.363,14786.716,-28.83
5163.037,14212.822,45.745
5899.594,21918.24,78.943
5974.015,18333.947,95.527
7223.99,18256.09,51.955
9125.553,20274.781,80.14
10355.744,19242.918,136.623
10762.414,21131.041,167.015
11958.979,20300.789,68.288
13063.779,21210.105,21.122
16359.147,27230.654,182.308
7503.85,18946.934,85.626
10084.128,13817.618,114.675
10183.849,17124.186,342.344
11078.474,18992.469,42.829
16610.604,22034.676,144.802
5566.251,20015.959,16.317
6583.929,22213.17,6.708
7485.846,16527.434,111.05
7761.767,20437.697,13.877
9263.977,24371.82,13.497
10170.218,17194.822,67.981
10486.273,17672.561,-25.911
11785.557,17319.785,114.624
12547.039,23569.678,-22.598
13262.535,22205.557,46.646
13690.537,23257.297,90.966
13893.482,16636.131,104.113
14091.229,22496.246,91.843
5179.514,17866.293,35.735
5565.367,20018.871,49.513
9377.182,17814.344,-48.641
9658.93,16624.857,-34.68
12693.295,18096.941,22.84
13673.514,23267.318,32.813
13897.037,16639.814,27.169
14722.027,22413.82,0.862
5760.67,14551.96,85.679
7021.982,13654.728,41.729
6921.44,15750.89,55.463
12544.817,23577.195,12.145
13159.235,26690.527,66.718
14659.257,22413,37.183
15155.551,21897.332,32.508
16035.404,26428.424,-5.137
16923.225,16640.971,21.483
4383.844,16796.469,-42.138
8825.311,18755.58,46.244
8829.441,14629.035,189.065
12547.063,23578.092,17.414
15144.313,25454.779,28.858
15237.784,17184.453,111.178
16984.439,26894.262,35.387
5191.653,14194.08,16.429
5378.729,16426.836,6.063
6090.801,21992.297,26.067
6996.831,15729.169,-44.745
7357.697,16512.453,141.254
8827.103,18754.184,29.712
12233.482,19099.158,108.303
16683.363,27922.334,123.467
6097.022,21989.693,-19.986
6881.731,21137.703,9.767
8920.517,22371.562,26.078
10519.924,14741.633,-3.181
11552.733,17858.801,-5.792
13735.213,23250.154,-7.69
14684.594,17910.475,-8.376
15140.398,15817.359,195.732
15109.398,25473.65,-4.392
15675.384,22669.58,35.42
15841.728,26216.74,-1.132
16310.851,16399.004,56.099
16765.139,14279.361,94.063
4877.808,15386.828,14.212
6035.151,18674.787,19.246
6330.547,20901.533,44.493
9622.533,17389.916,-47.45
9969.17,18633.729,2.39
11535.906,17866.012,-35.219
12849.06,17820.09,82.943
13138.521,26864.584,-29.28
13726.797,23259.742,6.272
15113.581,15861.875,265.812
7001.822,19496.939,105.712
7185.767,16957.26,93.091
9604.546,17435.873,-7.953
14014.747,22475.934,80.21
16227.923,18201.527,211.504
16397.203,23825.375,12.614
4318.942,15105.816,129.79
5508.691,16641.604,18.964
6667.796,22304.566,14.339
7089.881,14970.091,21.839
7141.833,13721.295,104.409
7237.452,16925.57,94.792
8157.301,23539.221,84.463
10119.53,17257.639,-11.964
10192.098,13807.461,57.681
12145.409,25092.961,-3.967
13487.499,21091.41,37.23
13967.818,24399.73,1.083
4298.8,15106.408,123.006
4505.576,18353.309,45.873
5836.896,16218.091,101.309
7092.13,14971.378,39.865
9508.644,19136.359,44.686
12513.541,23439.053,62.31
16227.041,15832.86,30.413
16465.48,17223.043,0.511
16490.666,27259.461,-18.891
5194.353,17773.494,96.86
7264.669,15590.362,307.629
7645.44,14149.923,25.82
8305.07,21510.014,19.71
8992.687,15307.545,-49.579
9248.318,25166.682,207.331
10851.275,16452.178,51.801
11221.442,19703.762,94.578
12079.363,19230.732,-16.572
15224.228,21890.314,2.911
4862.971,17913.168,139.209
7268.983,15614.461,100.69
8917.759,14696.426,4.762
9482.874,19704.357,-11.882
15234.189,21907.457,-14.093
16358.177,27246.273,60.366
5442.993,17642.449,48.961
8529.754,23307.039,-15.901
8963.286,15283.026,228.729
10073.812,17304.477,57.558
11347.333,22415.324,97.308
11545.966,24949.229,-20.502
16450.807,17263.396,-7.427
17058.918,17135.514,28.582
4455.435,18452.691,239.438
5431.202,17799.414,572.877
6782.91,21276.102,69.65
6987.529,15722.629,51.328
8576.372,23220.871,-9.894
10266.751,13792.992,3.735
14441.844,17898.801,116.079
14609.17,22412.688,25.756
15119.923,25398.678,31.995
16133.085,25913.447,125.599
16755.793,15667.592,15.774
7856.75,15243.314,265.329
11953.409,20369.555,-37.8
12198.214,25151.543,13.17
13928.395,19525.936,18.487
13857.436,26367.582,-23.044
14076.492,24384.148,122.403
14596.985,22409.811,193.135
5699.481,13833.332,41.071
6697.915,17136.051,2.423
7498.272,16526.883,30.289
9075.448,20043.703,-22.083
9866.225,13680.739,79.858
11525.535,24314.793,103.016
11957.224,20375.537,23.346
5697.333,13848.876,35.207
6751.479,23446.252,54.671
7512.725,16533.529,43.541
9120.812,20058.389,11.692
9694.677,18269.635,301.383
10248.875,13826.306,165.048
10750.085,23242.898,250.829
10893.013,19063.311,-30.11
11948.42,20372.184,3.978
13210.021,21895.16,92.309
13748.04,26353.537,-0.969
5702.158,13843.97,33.064
6996.612,19356.664,-47.516
7124.281,15518.705,24.781
7243.401,16964.283,-44.946
7446.794,18213.023,115.257
8420.783,23712.43,-22.42
8875.598,14588.224,84.395
11271.886,19784.408,130.047
11961.297,20365.861,48.59
12518.074,23411.455,-15.523
14750.751,24593.666,-33.725
16623.715,21999.117,81.162
5481.176,16363.824,-35.211
5698.156,13841.925,36.838
5728.516,21103.506,-13.629
7462.521,18223.129,96.142
11939.507,20372.039,47.528
13590.531,27966.309,143.454
15094.618,17705.023,55.362
15023.834,25470.062,187.725
15869.058,26247.199,-2.666
8449.235,22550.643,34.239
9530.549,20443.209,51.022
9844.496,13839.77,18.346
11885.476,18429.791,-11.426
12117.409,21900.473,68.656
12944.256,17790.441,52.595
13542.791,17202.816,43.599
15022.149,25468.379,134.505
15639.479,16871.605,-28.934
15669.785,22698.947,62.009
17021.238,17293.75,6.842
5547.643,20084.924,-1.165
6073.013,18350.766,83.533
7099.441,19437.748,15.61
9522.948,20441.844,49.117
11946.976,20380.545,21.869
12083.915,14346.756,51.815
12604.609,17770.625,10.671
15025.857,25471.834,74.149
15626.133,16875.162,3.204
16364.922,27214.295,12.009
6600.264,17162.881,119.189
9096.336,19643.992,61.948
10269.229,13789.553,20.807
12700.419,25089.855,173.662
13926.557,27438.77,358.572
16382.387,27224.143,53.768
16841.449,23881.285,123.333
5634.276,13894.801,0.901
7273.148,16959.818,43.469
7841.643,19615.896,94.13
8619.083,23632.064,137.194
12127.893,18757.922,58.055
12310.25,14611.502,329.032
14899.331,23414.479,59.941
15022.914,25477.428,168.771
15733.879,21340.352,37.642
16237.539,16441.877,326.044
16680.85,22024.629,34.827
16802.613,26048.824,135.667
5624.87,13917.562,16.413
7696.874,20304.902,64.522
7859.543,15367.58,24.794
8599.965,18760.273,35.042
8927.908,25357.439,55.008
9088.829,20087.082,-8.43
12333.041,14604.508,65.317
13200.022,22310.107,33.505
13492.689,21174.145,-10.357
14900.195,23431.66,51.835
14912.313,25571.27,25.602
15145.327,24514.869,30.616
9522.165,22514.834,343.583
10580.881,17994.629,87.614
12358.541,14630.724,47.444
7047.105,13704.559,22.887
7343.801,14792.066,119.893
8905.451,21045.244,39.463
9633.519,16764.059,83.806
9504.82,22440.115,-29.369
11190.555,18864.146,41.703
11064.335,25684.637,52.458
11527.106,20803.422,154.641
15622.276,16942.619,42.167
15763.012,21322.771,47.669
15827.394,26365.549,59.485
5210.364,14186.353,132.477
5664.998,21101.965,45.433
7104.48,14957.381,48.7
8509.722,23643.928,12.851
9654.881,16698.439,38.79
10449.849,19878.873,72.355
12171.726,17022.723,32.42
12532.715,23321.107,37.418
14069.867,22426.158,135.285
14982.07,19115.053,71.098
15571.598,16857.518,86.294
15842.499,26378.576,162.001
4096.26,15346.687,193.21
5655.158,21102.953,-30.891
7239.633,16972.295,101.778
8258.701,21680.078,115.79
8925.296,15306.526,-5.085
9088.886,17644.748,43.608
14027.178,26910.238,-23.178
14609.65,27790.82,112.859
15139.607,20976.016,25.1
6745.328,16418.834,214.132
7593.602,22816.605,4.654
8598.348,18394.277,-48.746
10934.56,19143.979,23.183
14421.82,17414.018,395.046
15680.988,16791.166,-32.829
15782.497,21376.482,35.689
16759.098,25328.02,172.832
12496.162,18268.111,13.246
12725.178,20183.266,67.129
12554.95,25897.582,17.308
13578.798,22277.744,134.619
15569.531,16912.258,36.073
4195.261,14598.991,73.515
9527.246,15695.312,-42.655
9601.401,16765.73,78.797
14063.137,26881.053,87.89
14922.2,25370,5.342
6005.712,18342.465,23.853
6771.344,14571.927,41.988
8912.92,21025,1.641
9816.17,13807.683,20.191
12173.896,24805.469,-31.992
15728.879,21348.832,96.551
16552.775,14516.633,155.399
5979.642,18351.822,9.672
6047.521,15996.29,156.141
6139.711,20332.123,35.453
8690.094,22712.48,-14.904
13288.254,27587.455,238.737
13522.238,22314.838,61.769
15212.71,24538.469,-1.735
4065.649,15333.061,299.561
6142.229,20370.303,49.377
6747.919,21857.686,13.364
7199.094,16950.096,71.582
8154.356,21607.656,41.093
8901.354,15198.85,92.631
9977.44,19536.875,151.292
11501.17,20722.156,221.576
11968.865,16993.225,141.304
12488.722,25776.367,-40.356
13083.701,21207.145,27.862
13296.126,27576.686,150.689
13955.807,25053.391,10.8
14066.901,26911.389,90.479
15713.482,21343.125,37.574
16338.646,27293.08,-32.904
16543.299,15724.896,41.487
6752.716,21870.277,29.617
7151.834,20571.166,48.11
10324.139,19242.777,94.834
11300.572,19730.16,63.88
12130.858,17367.562,128.735
15078.849,19129.855,64.652
15730.537,21336.641,90.384
16304.77,17376.527,-7.192
4821.77,15401.712,70.609
6931.295,22043.648,104.308
7773.695,19088.111,9.876
8165.526,21595.361,-2.011
9561.961,25554.293,-0.953
10332.265,19259.412,151.509
11318.533,16025.962,242.266
13124.812,26714.854,14.989
14774.898,17730.809,-26.756
15778.158,21372.334,8.176
16585.801,22054.391,55.71
16500.348,27292.002,51.156
7146.81,21932.553,63.028
7784.373,19088.998,7.112
13116.387,26718.672,120.116
14108.728,26948.791,92.973
15416.449,22814.822,88.029
15834.541,21423.686,37.999
5251.918,17830.137,80.919
6393.589,21377.287,-31.086
7499.322,18914.289,-2.644
11312.964,15964.747,304.542
13944.354,25004.434,26.516
15602.951,26008.348,24.759
15836.24,21418.199,41.919
4134.589,15339.579,81.409
5255.227,17798.303,1.386
7014.741,14023.033,92.957
7067.894,19479.094,10.841
7427.651,14678.616,53.821
7875.849,15309.91,50.286
9206.301,16468.477,11.496
9243.503,18813.109,74.252
9590.648,17389.352,20.73
13844.621,26286.686,-1.24
14091.124,22533.805,44.61
14828.456,24619.715,125.339
15766.519,21379.217,59.358
15985.985,26306.605,-46.06
16377.647,27231.699,18.178
16410.076,23854.404,-1.624
4129.464,15351.964,148.217
7042.356,16664.01,149.268
10370.268,19931.965,203.78
11255.195,17834.117,90.752
12059.469,14455.021,97.537
15525.14,24993.324,114.476
15718.363,21318.391,122.774
6699.379,23131.219,283.497
7449.142,14691.685,105.525
8042.227,17894.129,106.692
8301.537,18872.33,38.862
9121.931,16503.426,13.278
10066.521,24218.826,89.298
10705.829,21242.85,75.953
10805.787,20564.869,47.148
11983.404,19964.965,68.878
14986.32,25612.166,65.36
15529.059,24993.654,129.533
15710.345,21318.359,507.098
5396.656,16625.445,-29.47
5880.546,16153.843,91.215
6088.746,20422.914,-22.57
9837.635,13836.064,44.449
10815.822,20532.721,4.993
12248.055,22023.469,97.296
12483.178,25900.049,16.252
14594.088,22614.477,17.607
14947.455,25574.299,5.081
15711.634,21341.082,11.181
4138.315,15486.765,128.315
8326.77,18892.285,-45.955
10239.631,13806.947,33.923
11039.831,18923.148,7.549
14589.552,22596.445,17.628
15708.956,21352.227,148.965
4059.124,15490.454,264.294
6438.739,18807.436,159.142
8278.145,23582.984,140.126
10232.386,13810.871,62.812
10941.531,25328.826,72.183
11456.836,19540.902,96.45
15104.108,18971.578,75.163
15706.599,21346.652,55.887
16853.502,15742.864,16.453
5511.315,16487.439,36.783
6147.453,22106.553,114.437
7371.862,20728.139,23.564
9228.08,16412.064,-5.43
12140.666,17416.271,3.359
12204.893,25173.689,131.798
12558.805,23420.068,168.822
15106.9,18966.801,89.434
6196.177,22089.918,108.834
6753.161,14561.332,67.542
7281.472,15957.221,36.791
7951.324,17820.574,59.446
12607.163,23593.152,-11.673
13209.541,22315.559,0.997
13973.347,19594.096,82.655
15686.832,16750.318,-28.346
5391.633,21209.371,7.654
7855.239,19146.389,42.903
8162.023,23611.125,12.617
8267.118,21645.859,57.438
10394.732,24499.422,37.044
10747.619,16413.562,-9.285
11489.599,19677.904,173.185
14246.656,27880.943,35.735
15521.569,22863.816,0.092
15728.265,21314.533,64.047
16228.714,16346.203,23.195
6847.944,14541.607,-23.965
7849.723,19070.799,1.669
8186.853,23608.977,101.88
9468.36,17815.938,79.462
11602.186,19608.262,66.394
12459.435,25806.496,4.767
13557.914,21114.748,66.347
15508.99,22869.488,33.348
15701.131,21310.002,208.24
7260.32,17010.205,164.244
9375.836,17829.566,-33.531
9931.068,15772.552,31.314
14298.501,22567.381,-22.267
14261.957,27865.398,83.337
14963.173,27889.336,116.129
15718.835,21343.932,125.925
15956.727,26295.402,51.358
16239.702,18224.91,23.065
16452.172,27330.75,38.498
9532.067,19119.307,232.881
10630.405,16691.248,-39.168
11281.914,24703.707,28.23
11920.822,14374.461,45.434
12468.591,25162.531,82.56
14252.946,27877.988,-10.386
15155.442,24528.787,38.303
15538.328,20145.666,122.483
15737.934,21342.156,37.679
4425.951,18285.506,75.326
8503.874,23610.834,31.161
9272.357,22149.65,267.453
9276.176,25163.885,69.091
10058.438,19920.395,33.847
11850.195,17372.143,106.854
12998.862,24878.557,12.68
14950.927,25449.559,-39.941
15112.029,19057.637,57.051
15535.321,20121.238,170.731
15717.057,21323.023,18.991
16030.392,16167.173,191.227
7767.937,15360.8,52.413
14312.387,22217.883,90.159
15083.752,22020.883,9.069
15715.534,21325.164,-18.888
16559.391,22009.994,53.391
16915.969,16545.01,28.054
5484.986,17834.311,70.589
6297.638,20011.805,114.334
8015.956,22542.219,21.891
8577.081,15127.162,17.583
8598.379,18432.398,35.851
10241.254,18443.426,194.557
11222.771,19672.984,145.66
12314.228,19320.943,25.845
14500.348,17984.525,74.56
15102.578,22035.273,-13.914
15725.681,21335.537,256.078
16251.229,15841.835,101.89
16365.494,28016.102,28.507
16563.336,22012.439,42.277
16913.047,16554.967,40.342
5484.25,17845.451,37.586
5606.182,20203.674,50.811
6172.366,16897.295,67.899
6702.502,14652.939,33.22
7636.007,14228.372,265.449
8248.953,22188.447,37.641
8169.435,23533.734,-34.516
8694.139,16679.023,32.435
8875.941,14565.872,29.611
9524.759,20281.791,111.466
9852.008,13771.336,24.74
12073.398,25090.592,13.945
13077.902,26817.939,5.491
14214.064,24269.029,79.435
14518.79,17989.863,24.351
15009.673,25389.484,168.919
16078.958,23757.562,62.76
16248.386,15844.285,17.539
16276.857,16704.746,77.163
16900.65,17602.34,45.155
4162.362,13952.181,133.447
6660.635,23196.715,22.451
7128.832,16664.949,180.987
7753.651,20427.598,-23.603
8568.508,23635.023,10.409
9610.21,22507.238,-41.916
14221.029,24282.213,-23.09
15019.086,25382.756,17.17
15700.83,21324.293,0.925
6656.523,23179.643,106.734
6830.351,21146.051,45.793
8564.824,23626.986,24.447
8954.024,19146.33,144.654
12137.909,17403.08,412.629
13622.175,17145.941,87.81
13904.403,26299.732,99.284
15708.06,21310.154,116.256
5913.117,16181.975,-43.301
7727.079,15431.864,63.782
7722.972,18936.445,-25.18
8253.814,21675.146,24.495
9584.71,17068.633,142.275
10364.469,19124.029,57.543
14394.795,22252.789,65.523
14406.274,27016.42,-16.556
6550.833,20687.207,85.29
7841.601,19722.18,71.934
11152.418,18890.078,278.283
11626.445,23114.721,88.878
12576.217,25864.91,109.372
14106.354,19542.258,19.63
14125.684,20892.154,294.216
15207.793,25472.557,161.446
4858.847,15399.339,-40.494
5483.355,16391.449,25.684
5513.353,20146.352,-13.248
7347.715,14787.73,143.825
7725.418,20365.113,-22.555
7882.386,19072.162,-48.617
11166.586,18894.582,336.153
11433.234,20750.148,107.837
12559.032,25886.006,106.095
12983.894,26957.859,50.778
13519.673,22232.219,-47.009
4855.577,15374.851,-27.034
5210,14177.141,94.456
5475.074,16414.076,28.07
6634.818,22234.051,76.446
7429.099,18136.164,-12.052
7867.666,19111.129,92.375
12405.147,16803.287,98.188
13017.014,26932.191,48.886
13518.871,22238.902,149.089
14012.3,17936.871,152.713
15731.015,21322.074,32.648
16124.693,18411.707,99.355
16346.105,16721.383,34.691
5191.401,14173.926,110.204
6840.438,15870.031,-25.406
8214.214,22040.758,-31.595
9711.139,16684.906,83.181
9953.229,15830.771,65.299
13615.059,22257.602,59.3
14091.1,26782.102,-6.495
16133.014,18399.676,66.625
8478.223,18443.01,5.524
9228.995,18820.559,150.407
9952.275,15841.706,50.949
10183.911,13792.392,111.835
11365.737,20608.377,10.042
12084.194,22708.252,105.346
12131.095,18251.002,1.525
13013.646,21213.693,88.492
14084.791,20274.611,-6.366
15704.822,16807.812,-41.288
17014.479,28064.568,17.301
7924.2,19610.09,77.595
8222.827,18856.111,96.15
8386.499,23677.037,-4.648
9151.907,25120.143,205.577
9544.373,17746.488,103.116
11547.834,24930.139,104.451
12096.391,22710.391,79.771
13073.745,21212.852,25.123
14046.995,24389.496,43.974
14492.652,27103.598,-29.163
6145.887,21978.217,58.051
7335.658,14781.512,325.82
7996.015,19530.795,28.808
8233.221,18863.732,-5.437
9519.898,17745.039,47.884
14437.312,22315.582,53.55
14495.347,27102.076,55.459
14739.938,24585.988,27.544
15042.113,25477.1,25.608
5651.147,13955.927,20.731
6129.236,21979.494,104.68
7334.295,14881.648,35.326
8244.701,23590.557,380.248
10718.551,21159.85,128.757
12964.328,26930.887,80.886
13021.744,20998.359,68.672
14304.348,18022.34,-10.984
15720.532,21332.908,161.036
5435.154,20641.033,231.558
6176.647,13964.379,-4.266
7063.163,16694.484,84.163
7334.417,14867.554,47.675
8101.238,19458.938,12.704
8243.387,23571.982,196.694
10118.08,17257.324,34.965
10588.379,14775.958,20.941
12348.041,14518.15,131.503
14732.826,22359.484,118.857
6600.127,20595.795,4.375
8479.075,22499.07,46.804
8652.579,18417.41,-24.403
8802.291,15811.494,65.675
10588.658,14779.918,-2.615
13120.155,27426.227,253.999
13916.643,16068.746,156.994
16400.006,17287.596,618.631
7279.976,14850.135,167.178
8301.961,16893.562,-28.838
10599.239,14818.229,17.311
11088.836,21872.637,95.022
11509.309,17914.463,-36.606
12021.453,20019.639,659.805
12542.358,18233.434,-26.556
12997.813,24783.893,8.325
14495.358,27091.143,22.616
16367.408,17261.078,20.801
16829.582,15681.638,61.919
5692.419,18680.484,-43.655
6974.85,15743.515,61.384
8570.971,18443.197,25.335
9561.646,22365.629,-32.739
10615.328,14819.973,29.027
10846.968,16408.432,33.386
10855.186,19832.711,17.118
15292.739,21967.131,19.225
16374.139,17255.029,-19.792
16812.389,15728.931,53.607
5521.621,16529.613,163.008
6976.164,15737.371,77.158
9557.539,22376.072,-2.962
10827.905,23174.576,92.025
11238.358,19797.777,11.387
13452.291,22719.766,38.702
15377.37,19740.859,154.517
4455.089,16797.203,9.396
4632.71,14694.501,76.928
5616.313,15364.16,54.662
6072.325,20450.289,-21.418
6087.044,21999.801,23.928
6834.189,21268.658,9.34
7248.234,14841.658,74.613
7867.256,19679.643,-0.489
8383.261,22487.355,28.026
9540.013,17697.178,95.832
12681.047,17744.375,40.895
13736.545,23127.08,-9.803
13580.827,28780.793,-8.848
14999.637,18919.035,49.824
15125.887,26499.697,47.69
4444.874,16796.795,37.553
5435.771,16376.8,2.653
6072.547,20466.234,17.023
6675.38,23261.592,45.321
7855.505,19682.654,0.463
9076.426,20044.531,16.925
9437.105,17722.615,75.878
9797.242,18636.006,111.738
