X,Y,Z
16731.525,15682.654,87.513
17038.805,16484.623,29.303
5755.931,14570.62,74.885
7240.635,16882.84,3.228
7412.28,14724.706,21.575
7700.914,20406.816,51.36
8520.131,22536.471,119.55
9356.539,21585.166,100.1
11155.258,23757.104,26.278
11534.894,24972.484,20.049
11887.201,19919.506,312.501
14425.244,17443.799,-13.164
14786.264,24591.492,30.733
16351.214,23833.877,5.195
5763.867,14553.305,42.941
6705.799,23451.443,11.51
7864.938,19577.621,-9.935
9773.108,13800.691,-41.104
12252.28,23425.211,12.29
12199.2,25134.275,-36.619
13753.403,17191.754,57.091
14193.869,20363.215,168.032
5213.685,14215.212,23.775
5434.44,17820.014,9.316
5986.614,18738.988,69.158
6714.672,23442.514,20.816
7139.621,13708.92,-12.449
7147.046,14890.955,-18.196
7201.188,20629.457,-33.696
7772.604,19171.566,6.762
9578.493,17147.09,82.438
10575.87,18063.383,247.49
10703.644,20744.016,88.312
12033.892,14533.419,89.053
12194.356,25133.102,4.653
13075.206,23280.971,18.748
13862.748,19528.873,161.532
14265.84,22508.568,-12.636
16404.59,23805.588,-6.124
5818.148,14580.467,26.275
6696.938,23448.812,85.742
7166.021,14955.076,80.836
8216.495,21482.793,16.296
11529.969,17237.068,-3.904
12023.706,19236.254,206.611
12416.948,23395.414,197.788
12623.915,25851.873,7.527
13052.91,26863.967,9.977
13240.133,20174.305,33.28
13765.226,27629.742,29.528
14274.754,22496.596,10.698
14894.542,17205.334,0.597
5492.465,16480.1,-35.543
7538.797,18913.127,136.387
8001.243,19494.086,80.499
8436.406,22536.193,10.844
9158.096,16392.285,29.95
9300.345,21580.369,194.194
9559.506,19076.592,5.99
11030.317,19041.309,45.453
12094.414,22627.404,370.404
13066.602,26876.938,5.161
13947.217,19545.328,175.914
14278.069,22490.51,126.545
15010.573,25387.244,-36.128
16610.422,21976.346,147.473
5246.095,17753.955,101.307
5626.501,19910.943,152.715
6236.405,22125.209,59.598
7498.217,18917.736,109.356
7859.621,15263.627,58.122
9038.442,25135.508,66.781
9291.162,18767.305,54.961
9305.643,21582.414,558.216
13979.016,19453.027,58.224
15091.537,25438.293,25.395
15173.42,16111.905,214.072
4874.441,15476.204,73.168
7520.24,18938.982,-8.616
7532.759,20946.67,32.479
8252.109,21619.852,153.501
8625.068,18394.061,29.638
8811.63,14601.163,28.768
10506.325,16691.311,91.41
10784.515,24642.125,71.139
13597.955,16437.152,173.405
14466.87,21154.916,177.59
15540.269,16878.369,239.091
15926.886,26210.115,7.268
16637.605,16135.033,-6.448
16598.688,21928.072,149.558
4842.147,15466.216,87.825
5301.193,17819.842,-39.955
7498.729,18918.561,64.349
7794.214,20348.006,-21.985
10980.372,19040.477,160.477
12911.191,17156.67,217.686
13870.423,27679.262,149.301
14289.031,22492.09,47.409
14462.752,21158.402,270.238
14794.952,24663.525,76.287
15647.584,16821.506,179.228
4246.21,17888.104,-8.384
4205.734,19223.023,67.242
5076.716,16850.631,63.343
5685.255,20032.516,47.259
9397.36,25187.582,1.863
9564.283,19078.059,11.499
10414.744,19195.855,75.815
10505.08,16692.203,487.957
10956.534,24043.771,3.875
11272.871,14302.25,5.812
14069.729,22422.883,89.216
14995.544,25332.85,-10.572
15656.419,16895.338,3.219
16482.58,17264.715,-40.875
7736.309,16641.73,44.648
10228.178,13814.027,31.821
10466.422,19187.861,57.308
11396.269,22424.77,69.403
13333.146,21761.961,4.24
13598.734,17120.736,187.573
15536.808,16896.148,116.96
15640.615,20380.754,58.266
16485.568,17253.564,-30.593
5692.566,20041.461,70.033
9354.568,25218.865,386.85
10241.577,13822.61,15.152
10510.905,19179.217,284.143
11688.303,26610.066,51.882
13762.741,27658.658,234.397
13938.244,24991.447,138.097
15744.79,21392.225,25.856
16003.876,26300.586,8.033
16295.777,17332.559,93.227
16637.967,21971.217,72.539
6593.354,17083.076,66.286
7279.804,22087.07,-42.797
7825.214,15262.574,39.183
9349.016,25223.49,311.123
10240.58,13831.823,-9.991
10332.085,19170.102,13.113
12322.892,18177.295,100.24
12972.423,21027.502,39.026
13165.048,26808.287,46.322
14323.256,22535.312,-15.127
15336.402,14537.932,152.934
15652.883,16876.295,14.602
16634.59,21957.512,32.234
16911.219,13771.286,63.075
5429.655,17779.928,64.553
6301.174,20043.393,101.293
9337.737,25230.74,297.157
10199.587,13794.365,65.064
10504.351,16687.531,105.718
11211.449,24687.918,26.792
15261.031,22030.266,2.75
4337.74,16860.1,46.177
6299.794,20030.209,63.103
6217.178,26540.383,101.347
6823.416,21328.033,28.73
8464.066,23606.371,83.061
9401.654,20256.064,-33.889
14835.167,17679.439,-19.243
14935.801,23333.414,58.298
7785.384,15469.769,0.883
7812.472,23356.459,-22.323
9284.443,25133.389,-0.862
12444.692,18251.068,2.145
14624.136,15272.997,51.073
15148.546,21007.402,21.513
15124.976,26467.838,84.669
15940.911,26356.74,104.156
16833.527,14197.278,4.175
8872.383,14624.518,173.661
9854.117,13768.044,11.885
10198.516,24302.811,45.89
12474.15,23319.609,253.137
13955.272,25053.928,41.482
16189.756,18081.705,24.932
16852.641,14276.899,254.877
16838.699,17041.541,294.797
8402.666,23676.82,-12.922
10484.354,16701.578,62.377
10660.91,18027.631,203.968
13256.307,22282.275,24.606
14827.09,17813.186,21.912
15917.921,26452.727,-19.139
16368.178,27325.656,33.613
6223.029,22131.102,48.423
7043.923,16724.803,-21.42
7165.198,13673.916,17.412
8560.897,23229.805,70.031
9871.694,13688.015,-42.738
10147.183,24329.051,24.057
13052.243,24784.002,134.542
13828.321,26264.865,55.646
13926.801,16031.761,156.298
15811.883,26426.213,58.632
16583.711,16429.051,48.7
5242.947,17758.807,29.872
5624.544,15278.829,123.855
7196.128,14842.263,-25.062
8243.154,24608.104,-18.956
8325.163,13863.495,-49.633
9412.185,20609.391,22.595
9550.461,19097.453,-14.524
11650.225,16870.453,79.028
15037.258,17785.875,93.235
15127.9,26481.955,36.529
16021.207,24422.877,408.955
5283.763,17754.58,85.887
7189.964,20612.227,28.24
7289.481,14981.227,-29.358
11203.593,24748.994,41.507
12416.29,16837.445,116.464
15144.39,22373.809,66.928
16910.221,17515.486,71.865
4450.515,14792.918,138.27
6673.862,14665.49,192.902
9024.004,17664.373,7.422
9467.013,17055.004,18.148
9588.927,25559.918,8.746
11829.715,17298.959,96.484
11909.182,18402.215,28.97
13843.814,26308.871,50.27
14408.489,18100.303,128.001
15130.476,26510.293,91.925
16437.268,17335.08,84.731
5686.922,13981.335,11.802
6208.341,26548.621,101.032
6670.5,14667.158,326.028
9476.335,17045.043,8.687
11199.006,14315.631,4.558
11819.095,17284.273,37.162
11883.635,18429.953,-16.14
13868.285,27628.705,221.743
5084.515,17765.391,85.932
6226.033,26560.982,311.81
6626.029,20592.779,35.085
6809.369,21895.422,-38.648
8297.112,22169.504,-11.091
10515.195,16705.742,-42.541
11208.533,14324.047,18.844
13885.973,27605.625,105.295
14055.053,26831.561,66.593
14360.955,18041.521,80.546
15047.457,19078.631,103.849
15933.106,16153.838,75.44
16397.654,27925.34,74.648
16537.105,21998.043,18.544
4956.438,17681.156,94.651
6626.898,20584.539,7.543
7046.511,13700.979,-35.018
8883.177,15702.105,104.537
9209.477,20075.365,44.251
11285.157,20783.906,143.896
12166.356,17074.785,203.151
13831.46,27634.5,144.163
13855.479,17881.721,434.912
14009.701,25080.252,3.846
7461.758,18210.156,28.94
8066.86,18850.557,33.28
8273.479,22042.963,68.964
8893.823,15705.912,14.745
9666.596,24268.346,42.914
10562.278,18082.633,310.112
13656.411,22456.252,208.158
13891.34,27617.002,118.999
15528.022,21209.898,-2.461
16320.604,27310.535,3.686
16758.209,26145.77,13.831
7444.995,14728.109,-5.274
8268.373,22040.852,142.925
8508.316,16001.915,137.288
9558.302,17558.832,62.617
9660.053,24273.137,222.642
11240.678,26384.736,347.006
11519.089,17155.871,-37.152
12420.695,18215.377,-46.833
13092.924,26922.93,124.285
13256.498,20112.977,72.192
13926.671,22649.086,-9.077
14517.908,15538.521,23.049
15180.642,22079.621,-16.552
16222.633,15736.295,79.588
17047.156,16428.082,168.222
6815.456,21155.434,29.027
6739.122,21835.822,94.029
7431.286,14740.279,26.499
9314.43,18753.025,147.341
10111.99,17244.703,33.163
11962.358,22731.861,150.738
12087.446,25128.43,-25.403
16301.859,23813.812,6.729
16778.717,15692.023,110.012
5260.38,17713.809,85.226
7197.298,14960.062,2.808
9310.814,18754.678,169.949
10458.601,19218.652,113.244
11973.688,22722.994,84.463
16308.273,15825.721,70.489
16297.794,23811.326,-1.011
5327.193,17654.246,45.007
6900.551,15855.427,3.484
6919.068,21994.254,60.46
10366.882,25849.197,18.284
10706.996,20199.07,180.651
13997.479,19368.381,76.061
15933.059,26379.633,-24.738
5685.951,18697.719,106.945
8391.186,16853.916,-46.691
10111.184,15449.733,-20.546
10699.879,20171.475,106.358
10731.735,21270.562,156.959
11737.085,19858.467,89.07
12436.262,18290.475,60.979
15164.956,25502.646,16.751
16068.919,23899.227,67.623
17004.863,16503.438,24.598
4383.401,14564.501,14.615
4423.446,16751.104,-42.206
5335.458,17722.131,75.456
9605.638,22533.684,-33.281
13289.177,16525.955,-9.258
13948.309,20219.104,37.526
14268.654,22823.938,-46.55
16105.112,26338.205,17.604
4414.649,16741.588,38.274
6751.108,14584.303,168.826
7641.906,15343.529,-2.092
8273.449,24519.131,-46.579
8887.162,15752.956,-20.857
9748.787,21881.377,-33.825
9619.648,22529.967,0.685
12906.525,17836.508,-25.721
13162.506,26843.518,51.751
14299.214,18008.32,25.04
4181.922,20134.887,169.489
8121.75,17968.957,-22.533
12007.458,14455.074,79.251
13348.161,25619.152,45.408
15135.24,25449.947,83.361
4184.577,20143.236,57.646
7186.542,16885.303,-8.483
10810.21,21166.359,264.918
15002.551,23450.469,21.392
16146.851,18383.582,140.286
7661.847,20402.557,-18.744
8227.451,21486.055,23.299
10822.937,21162.148,91.239
11774.687,19854.803,124.717
14473.872,18018.959,11.192
15525.812,24991.371,28.786
15683.515,22657.256,-9.145
16394.625,16736.754,61.178
7663.075,20410.883,-43.128
8304.111,16905.373,114.842
8470.093,22428.916,23.767
11964.584,25284.211,96.674
12962.662,20124.512,44.721
14973.985,25328.234,-31.835
16902.195,27317.102,59.374
7201.715,14922.294,45.393
7420.018,20916.746,12.317
8303.415,24630.969,-7.828
8452.064,22493.283,28.801
9735.818,18074.385,228.848
14019.261,19406.551,95.635
14318.886,22216.961,119.545
14833.84,14523.418,168.862
16687.523,21953.279,237.501
4192.403,20128.908,38.991
4463.568,16802.639,10.99
4641.499,14721.646,3.002
5458.096,16502.227,13.467
5795.299,18721.893,44.714
6238.241,19922.207,32.396
6328.749,22040.893,12.212
7063.887,19388.373,-32.654
8170.592,23528.281,51.992
9263.985,25137.334,196.946
9514.644,20293.088,20.869
10002.696,15268.809,11.095
10330.238,19293.328,386.454
11561.945,17278.041,97.332
12260.31,19384.096,52.139
12710.995,20188.723,35.405
12867.548,17749.197,71.533
14867.938,17900.035,128.01
15150.986,22154.977,-11.124
15745.147,21382.912,-10.044
16055.544,14499.229,294.258
4197.601,20138.676,-20.283
6225.718,26548.512,11.543
7692.96,14205.777,34.784
8243.748,18859.051,-32.602
8313.354,23355.631,47.23
9638.898,16657.422,252.252
12909.481,23049.738,130.647
14035.393,19470.535,123.828
14068.412,24257.268,93.633
16386.887,23779.625,0.154
5102.446,14103.008,95.721
5026.705,20046.914,-31.299
7080.811,21831.062,-47.885
7934.659,13714.639,93.952
13740.219,26347.828,-1.821
15994.511,26279.918,20.51
16358.565,23776.152,45.038
16681.605,16154.902,38.838
5136.627,14109.319,49.444
7089.366,21835.734,2.526
7427.808,18928.398,-2.034
7858.236,15278.617,1.097
8012.51,17929.613,61.659
11786.429,19853.746,495.733
12144.155,24746.691,2.594
12363.279,22520.285,67.773
14763.202,17793.285,18.389
14736.376,22437.605,199.892
16368.272,16767.924,-7.808
7251.171,20630.832,50.561
8604.949,23228.137,71.947
9343.788,20134.297,34.316
13388.788,15829.419,128.355
13993.75,20204.664,93.205
16904.104,25576.283,58.605
3419.421,27435.033,37.274
7365.795,20740.615,10.127
8364.49,18911.879,25.688
9269.635,18833.881,119.885
9399.741,20154.738,26.24
10269.865,25888.129,193.812
11255.537,18683.916,40.027
13372.204,15862.777,26.312
15035.819,25706.064,185.219
15211.423,24535.316,-16.934
16603.57,23705.965,3.861
6083.102,18692.018,69.611
6229.629,13910.173,120.254
6573.334,20667.803,6.899
6745.461,23467.791,-0.013
7452.619,16471.523,66.013
7421.28,20873.352,59.485
7924.485,19592.154,71.081
7944.083,17804.223,120.763
8172.025,23625.395,6.625
10488.096,16691.943,107.831
12956.419,17787.125,129.17
15048.156,18965.057,186.653
15625.553,24130.279,32.635
16741.967,25366.137,40.951
4423.878,16296.504,-45.454
6223.752,13927.906,152.107
6489.344,18764.98,23.67
7084.253,14824.565,-12.07
7216.034,20546.639,48.675
7468.368,18179.934,125.494
7662.11,22790.512,73.318
7922.469,19582.375,60.314
8488.491,23266.988,28.801
10676.335,18069.43,18.027
11609.18,22405.574,82.03
11782.647,17350.836,51.836
12861.685,17132.506,92.576
14957.017,19053.975,108.557
16724.186,25375.844,47.073
5638.154,20134.381,32.394
6861.11,15767.497,38.764
7476.521,18186.271,49.108
7774.52,20327.729,-7.259
8159.526,23533.533,58.918
8986.073,15281.065,5.772
10429.267,25863.357,233.518
12521.404,23564.887,-31.222
13416.692,14610.547,250.445
14683.93,22263.34,41.834
14795.603,24651.555,-7.443
15627.214,22614.021,29.478
16380.208,27207.02,39.031
5494.628,20089.967,5.257
5739.437,18703.199,94.479
6820.198,23253.779,191.476
8041.833,17917.07,48.259
8151.449,21562.365,3.681
8298.432,18842.777,22.9
8983.256,15372.274,51.213
9869.323,21642.48,-28.87
14529.605,15513.008,33.156
15039.776,26481.184,34.945
15182.409,22051.559,29.335
16199.832,18371.994,43.889
16270.456,17329.58,5.522
16362.841,27204.615,107.359
16878.926,14221.03,60.367
5772.752,18656.805,134.119
6585.081,17096.738,-22.956
6907.171,15759.028,7.556
7898.733,18463.391,82.773
8468.917,15143.301,-11.526
10497.536,18132.336,113.736
10511.863,26821.268,-12.645
12636.068,20844.902,234.731
12925.885,26781.764,47.813
13934.533,16069.896,117.676
13980.453,24397.494,120.351
14239.666,27890.947,-28.32
14898.954,17274.037,124.296
15671.826,22661.854,-16.5
15743.07,26334.17,63.402
16736.875,25186.986,46.613
16891.568,14199.545,575.138
5299.898,17685.398,34.963
6703.526,23191.477,90.017
7066.946,16617.287,57.276
7301.806,14820.937,44.081
8462.817,15155.574,68.642
10048.391,17254.762,66.839
10504.714,18102.455,77.329
12601.795,23584.961,42.488
12669.283,20888.479,100.211
14250.613,27881.893,23.19
15957.271,16178.499,125.554
16263.506,15410.118,141.198
5045.017,18691.025,93.313
6094.066,20525.057,57.286
7684.208,14188.604,41.005
7825.334,19048.848,24.117
8505.62,23200.246,5.241
9776.355,13772.824,30.338
12085.266,25136.326,27.812
15202.457,25435.934,31.354
15085.182,26490.934,88.56
16217.096,15786.139,78.529
16310.328,16681.248,47.68
5056.276,18696.863,-11.164
5299.115,17735.189,432.677
8033.248,18812.141,25.528
11611.348,17888.186,5.358
13034.974,20138.449,19.948
13352.099,16461.809,219.017
15250.292,25410.566,34.346
16214.507,15783.774,64.654
16297.178,16724.578,71.672
6190.124,20040.895,124.642
7679.88,22840.812,-16.692
8060.453,18820.373,34.88
9119.199,20141.26,40.356
14543.488,15501.805,70.767
14843.377,24581.395,47.729
16354.214,28005.027,442.212
16664.137,16147.39,4.435
4099.569,15423.872,52.093
5452.098,16332.05,94.558
7074.86,13624.955,-34.115
7641.866,15416.746,-27.143
10352.471,25845.832,4.625
11147.168,24659.807,8.502
12208.782,25197.236,-27.293
13485.169,21012.299,58.958
13662.576,18756.15,24.689
14423.631,22245.326,12.175
15383.866,22762.736,-4.887
15589.782,16818.969,23.825
15905.138,26236.377,-13.774
16945.816,18753.166,102.747
6214.319,26562,34.118
7030.636,19470.762,34.929
8293.655,21613.646,-38.282
9292.352,18878.055,-11.266
11549.131,17938.838,67.033
12201.688,25204.924,41.518
13158.061,15708.451,250.166
13272.339,22283.818,-24.813
15038.377,17727.799,13.353
15582.811,16832.855,21.206
16287.549,16806.199,-3.379
16655.441,21954.715,16.069
7015.742,19421.617,117.624
8196.684,22141.549,75.778
9542.977,17652.551,91.822
10791.596,19687.805,178.884
13987.062,19574.818,-20.835
14753.188,24530.781,67.937
15870.939,26233.289,-24.469
16521.229,22009.074,-26.778
6398.939,22096.316,32.149
7369.897,14706.148,47.904
7879.562,15354.579,64.334
7946.141,19552.977,19.027
11574.884,24888.588,21.312
13853.671,27727.359,127.591
15423.887,22800.967,206.745
16741.615,15171.413,88.489
4210.504,20137.912,44.296
5903.8,16245.155,54.621
7923.843,14204.783,-17.727
8307.782,23456.691,34.441
9347.915,20605.93,105.87
10197.573,24427.111,103.628
11502.466,20730.215,130.915
12187.719,17491.428,3.582
12099.531,22650.18,116.709
12378.871,19413.184,221.111
12534.821,23438.621,96.443
13848.023,27713.48,60.167
16617.311,28770.322,57.058
4875.443,20068.926,107.303
5685.115,21190.102,51.559
5903.62,16242.296,99.88
7025.112,15688.543,131.324
8467.189,15142.405,68.198
9338.536,20584.062,61.171
9502.759,18806.656,110.216
9961.7,19953.82,43.089
13064.635,19929.969,506.933
4423.039,16283.002,53.344
5417.549,17804.615,-20.229
6700.176,22268.229,86.682
7884.731,19207.842,-13.775
9846.565,21665.096,15.069
10196.173,24264.283,43.722
12945.248,17162.65,151.953
14016.255,26951.424,-40.83
16004.818,23821.428,22.186
5824.657,14588.368,154.478
7424.022,20865.406,108.071
8354.113,23334.639,35.056
9589.074,22457.076,-0.485
11408.763,22461,-45.87
12314.271,17502.322,28.459
13496.097,22304.58,-41.542
16752.082,16157.366,15.537
5340.512,17616.789,-29.991
6863.054,21269.107,92.964
7069.96,14939.07,36.349
7241.205,20585.24,1.834
9217.181,20035.598,135.088
10072.104,17269.553,-20.328
10773.769,21148.068,322.229
10907.893,19086.199,47.33
13011.859,20049.732,209.605
13144.959,21119.809,150.147
15726.959,22469.588,21.373
16246.519,14894.479,26.084
16776.961,23595.535,24.606
16744.656,15738.037,72.567
4918.293,20096.924,155.525
6140.607,21916.199,169.064
6971.097,19450.969,-45.133
7224.724,20608.811,20.085
7991.5,18900.66,-23.753
9504.925,22480.334,25.891
10076.683,18436.396,-4.018
11135.693,24602.785,-5.505
13004.267,20049.01,176.998
14348.973,22183.672,-5.87
16704.301,22107.713,3.396
7244.45,20648.463,42.965
9554.467,25496.559,65.962
9503.54,22467.096,62.24
10088.605,15523.209,-8.67
14241.569,21882.062,11.592
15083.819,20938.521,66.529
16708.229,22099.551,93.735
3409.803,27428.008,12.37
4399.336,16233.582,101.28
5437.39,16519.492,44.315
5631.647,20053.139,143.564
7369.6,14854.751,-1.511
8990.578,15317.856,95.046
9600.243,16796.1,49.139
10030.554,18170.836,50.66
11125.209,24548.014,-1.534
12319.158,18240.215,21.691
13054.106,23468.965,10.8
13295.483,21795.123,110.483
13286.461,27513.332,540.223
15200.021,24536.5,66.254
15581.569,16882.914,282.32
15779.229,25796.115,519.272
16313.137,16269.48,321.096
4911.12,20089.941,97.328
5152.849,14198.34,173.251
5261.276,17740.602,12.312
7381.443,14731.094,24.455
7892.24,15297.068,-5.495
8011.864,18891.408,-23.435
8921.196,15396.057,75.248
9539.103,22400.48,-17.592
10249.005,23173.789,7.646
12844.874,17862.973,115.07
14033.269,19424.26,69.988
14002.034,26774.164,-8.051
15593.799,16858.611,56.993
15577.55,20146.896,133.143
16420.729,17241.207,-40.568
16772.492,15711.856,35.369
4903.809,20074.049,65.163
7717.023,15374.216,-3.962
7811.332,19115.186,20.516
8881.445,15375.175,105.867
9391.509,20299.469,-11.425
10887.553,19133.27,73.915
12897.086,22996.727,9.349
13957.775,25051.713,52.527
14215.248,22555.236,14.832
15569.585,21180.326,-4.923
15501.347,24940.08,-38.45
16391.664,27263.281,-10.556
4198.354,20126.963,20.447
7679.834,15433.925,105.501
8884.713,15382.749,87.129
10230.544,24339.426,-21.495
13053.441,23338.518,15.311
15101.19,22019.07,36.532
16035.054,23704.414,191.657
16411.164,27275.178,49.477
16762.875,15693.642,84.208
4120.548,15350.792,157.088
6003.414,16655.303,264.109
7799.66,19019.533,80.835
10483.516,16731.9,-32.381
11581.141,17846.949,178.086
12100,19254.623,66.679
13027.148,23354.926,-8.63
13556.831,21039.775,143.848
14011.372,24717.068,85.833
14530.334,15546.906,35.016
15919.105,16195.918,93.681
16426.08,27288.891,22.118
4140.706,15359.707,154.087
6959.314,15733.584,38.705
7226.491,20626.85,47.442
11556.715,15376.632,37.53
11588.279,17818.447,182.11
14528.078,15512.78,90.214
15287.249,21925.643,28.965
16038.87,23880.518,70.687
17038.924,18567.24,2.999
5705.307,13891.732,-26.014
6043.022,20364.326,24.997
9214.628,25117.041,172.965
9825.5,21606.109,14.553
10613.146,18106.025,53.474
10541.056,25678.004,49.027
10804.394,19701.432,-23.647
11667.705,17992.928,287.487
12428.762,23391.033,34.658
13260.265,21848.631,103.404
14552.59,18054.166,-21.942
4548.312,14679.881,46.406
6066.06,20387.814,16.029
6169.929,22124.98,142.27
6930.979,15615.856,82.173
7228.414,20625.732,50.402
9264.987,22442.436,-49.06
10263.128,13775.244,144.575
12121.305,22674.896,31.792
12117.16,24810.723,-5.012
12691.073,20160.068,200.425
13825.915,26315.818,23.255
7258.047,20565.027,65.681
7277.172,16982.139,30.325
7875.4,19079.502,-44.738
8357.547,15981.655,151.934
8988.146,15291.648,32.63
9936.826,13803.757,22.861
10513.613,19945.396,12.743
12021.067,14451.017,60.164
13162.007,26765.133,149.344
13921.482,25073.383,1.9
14882.592,17187.383,156.235
16304.375,16662.932,90
16487.75,22025.186,72.841
16559.586,15909.062,153.416
5541.273,20279.066,16.392
7240.316,16052.027,89.267
7178.132,20578.318,26.188
7123.249,21876.078,103.063
7277.022,16911.838,122.413
7637.053,22801.27,82.183
7779.326,19012.785,1.22
13912.364,25071.656,-5.18
15131.626,17748.414,11.613
4629.802,14649.413,53.909
5201.506,17810.688,97.886
5658.508,20016.92,-7.203
5758.462,21186.957,94.804
6858.491,15798.047,54.09
7384.515,20782.328,49.242
10616.548,19727.629,160.588
13992.452,20205.223,-18.576
6193.361,26560.584,-9.315
7439.974,20868.438,40.271
8251.925,23483.859,44.512
10491.686,25707.361,34.683
11574.338,20817.438,22.126
11401.549,24885.227,41.19
11880.894,16984.17,-1.897
12569.125,17758.328,22.568
12864.658,23061.557,2.634
13035.708,22806.787,-43.828
5150.127,14215.551,28.052
6577.614,20676.373,77.961
7437.304,20864.949,60.524
8263.77,23495.955,-2.916
8497.935,18412.947,31.124
8562.579,15145.868,114.253
10049.007,17198.189,110.175
10280.079,25892.344,103.832
10600.309,22498.932,68.405
11288.461,17164.549,658.822
11417.417,19644.852,30.765
12830.629,23012.281,60.746
13852.658,26958.533,166.664
15624.016,16935.459,151.49
15892.698,21263.652,156.516
4044.423,15396.647,178.182
6226.791,13915.597,13.016
6573.232,20670.352,87.077
7073.652,13640.561,-8.965
7030.498,16701.984,34.134
7075.65,21794.225,23.155
8921.552,14634.841,580.627
9422.896,17904.627,-42.674
11898.859,17039.098,195.895
12453.59,18269.494,8.396
13580.138,22206.805,187.065
13735.009,16518.5,156.98
13855.507,26964.699,112.463
13995.458,20252.057,26.004
14516.107,27097.701,-2.688
15116.103,15795.443,163.348
16341.086,16340.14,-29.388
16406.332,27944.352,79.084
4429.586,16202.982,228.054
6012.261,18724.039,-19.449
6993.977,16714.498,104.632
7359.512,14803.246,-5.793
7608.632,15397.359,109.268
7750.646,18888.145,43.28
7762.44,20295.514,1.176
8493.706,18791.283,93.336
9993.773,19563.326,-23.5
10777.756,21279.643,132.481
13802.624,27676.111,220.78
15494.968,25068.721,-13.932
16810.906,14143.201,126.057
6249.714,26565.346,27.314
7557.718,20941.076,146.312
7779.562,16547.445,-46.799
7703.858,18846.512,101.965
7755.527,20304.006,19.576
7853.908,19626.664,-8.429
12136.573,22697.861,34.196
12536.448,25818.781,57.964
13653.052,22489.43,-8.292
13856.132,26285.939,15.091
14245.029,21898.221,95.029
14907.039,17753.258,-3.201
6634.83,17029.242,42.321
7472.537,14770.747,58
7672.21,15449.269,32.789
8296.344,18980.346,89.696
9878.364,21255.25,-25.757
11467.544,20781.24,253.064
11415.801,23538.146,49.649
12177.029,17010.555,96.538
12345.455,19325.846,66.969
12832.737,23030.434,133.119
12950.951,24772.211,68.525
13360.873,25620.531,19.678
13651.791,22485.422,22.216
16547.963,14494.937,206.376
6208.413,19940.264,25.657
6637.205,17027.184,59.701
7081.033,19456.223,35.003
9883.732,21274.875,56.726
11131.428,24725.529,-5.421
12918.322,17821.289,36.982
13650.654,22490.08,96.335
13869.063,27682.824,154.981
14313.021,22503.141,215.484
14941.559,17848.059,37.141
16571.152,14487.847,187.816
16488.043,27269.734,74.733
4441.098,16947.016,11.744
5346.371,17792.59,-21.157
5912.447,18693.986,82.353
8433.684,23671.244,55.759
12367.958,25018.697,68.19
12538.275,23372.117,116.731
13722.13,16559.941,142.153
13688.181,27702.082,250.28
14714.403,16049.615,74.97
4193.023,18877.773,129.514
6243.031,22136.561,65.491
7252.766,20533.881,49.712
12539.993,23370.697,60.848
12655.313,21504.459,108.349
12956.173,17831.926,-4.659
13118.25,26685.201,-26.282
14105.537,17679.293,-4.584
15145.84,22375.697,59.328
15566.977,16874.531,5.132
4182.024,18880.904,103.68
5523.06,17621.785,16.539
6641.324,17039.93,41.609
6897.914,15814.217,-17.043
6846.587,21888.967,-7.588
10354.425,19280.682,59.037
11208.14,17797.867,43.727
13128.246,26687.564,-31.742
14454.125,27009.906,210.352
15013.395,23490.279,27.65
15142.572,22386.531,111.298
15611.445,25024.584,87.029
4123.225,15330.458,171.932
4198.211,18890.975,88.048
5741.129,14542.926,24.869
6640.322,17019.318,38.615
6783.61,15959.84,-15.593
6841.275,21890.031,86.481
10495.282,16679.559,212.343
13924.693,25095.104,687.715
14450.312,26997.527,78.941
16402.115,27891.373,398.114
4435.662,16824.26,37.599
8148.506,21664.168,53.916
8499.188,23194.588,22.116
10669.556,17947.518,100.642
11406.612,19620.768,11.541
13118.829,20003.842,56.354
16404.982,27898.854,239.153
16561.785,15747.506,-24.79
6050.417,18715.969,3.116
7388.688,14744.1,73.232
8496.707,15205.985,50.257
8487.907,23194.033,23.942
10681.17,17942.869,54.114
12655.253,21175.256,319.402
13764.026,26341.26,64.672
14969.926,25505.623,177.557
16316.641,16714.773,198.697
16397.625,27907.625,613.122
5482.31,17839.33,13.111
5685.909,21219.373,28.549
6725.081,21876.219,39.939
8021.261,17906.943,68.996
9551.124,17105.99,91.771
11095.153,16911.285,-4.488
14891.583,23499.338,76.577
15268.304,22058.875,-11.392
15459.068,25066.252,70.214
15603.641,16777.48,34.607
5955.709,18390.699,30.717
6722.946,21873.373,68.945
8358.543,16890.789,26.498
8546.436,14141.686,-4.202
8865.938,21046.326,87.981
8981.043,15402.721,114.363
9216.047,20071.51,125.889
9480.322,19077.277,93.58
9660.648,25591.051,-9.717
11122.89,16912.779,0.462
11427.98,19415.08,-13.769
11658.774,17378.596,44.889
13865.41,26407.564,-30.508
14801.666,24596.75,50.534
15936.093,26504.588,84.3
5271.223,17822.398,-45.982
6419.159,22059.715,32.636
6815.542,15950.684,26.366
8145.237,21603.961,-36.782
8543.932,14145.574,-12.914
9603.902,25541.975,63.383
9931.471,18524.166,174.52
10464.96,16699.588,376.873
11437.187,19691.406,4.819
14425.658,17432.041,28.566
15731.645,21383.588,58.764
16836.109,17599.443,25.332
4138.661,16829.676,-19.24
6437.007,20231.318,-17.119
8626.546,24720.365,265.269
